product_id,store_id,date_id,on_hand_qty,reserved_qty,in_transit_qty,overstock_qty,understock_qty,stock_value,week_start_date,fill_rate_pct,stockout_pct,inventory_turnover,excess_inventory_pct,shipment_id,shipment_date,route_id,vehicle_id,planned_departure,actual_departure,delivery_time_mins,fuel_cost,route_efficiency_score,cluster_id,optimal_transfer_qty,cost_minimization_pct,service_level_gain_pct,model_confidence_score,model_version,recommendation_date,from_store_id,to_store_id,transfer_qty,transfer_cost,planned_ship_date,actual_delivery_date,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,1/12/2025,73.98,13.76,1.3,46.16,SH_000594,5/31/2025,R_00193,V_0094,2/5/2025,6/28/2025,543,129.46,0.76,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0411,S_0451,221,1327.61,12/19/2024,5/1/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,1/12/2025,73.98,13.76,1.3,46.16,SH_000594,5/31/2025,R_00193,V_0094,2/5/2025,6/28/2025,543,129.46,0.76,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0416,S_0021,273,132.55,7/5/2025,10/24/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000040,2/12/2025,R_00176,V_0162,11/3/2024,5/16/2025,1378,290.71,0.197,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0400,S_0131,332,1624.01,6/4/2025,7/7/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000040,2/12/2025,R_00176,V_0162,11/3/2024,5/16/2025,1378,290.71,0.197,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0411,S_0451,221,1327.61,12/19/2024,5/1/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000040,2/12/2025,R_00176,V_0162,11/3/2024,5/16/2025,1378,290.71,0.197,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0416,S_0021,273,132.55,7/5/2025,10/24/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000204,11/8/2024,R_00189,V_0196,11/3/2024,8/5/2025,1310,120.53,0.792,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0400,S_0131,332,1624.01,6/4/2025,7/7/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000204,11/8/2024,R_00189,V_0196,11/3/2024,8/5/2025,1310,120.53,0.792,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0411,S_0451,221,1327.61,12/19/2024,5/1/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000204,11/8/2024,R_00189,V_0196,11/3/2024,8/5/2025,1310,120.53,0.792,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0416,S_0021,273,132.55,7/5/2025,10/24/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000283,1/28/2025,R_00023,V_0119,8/4/2024,8/15/2024,714,107.38,0.726,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0400,S_0131,332,1624.01,6/4/2025,7/7/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000283,1/28/2025,R_00023,V_0119,8/4/2024,8/15/2024,714,107.38,0.726,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0411,S_0451,221,1327.61,12/19/2024,5/1/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000283,1/28/2025,R_00023,V_0119,8/4/2024,8/15/2024,714,107.38,0.726,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0416,S_0021,273,132.55,7/5/2025,10/24/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000594,5/31/2025,R_00193,V_0094,2/5/2025,6/28/2025,543,129.46,0.76,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0400,S_0131,332,1624.01,6/4/2025,7/7/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000594,5/31/2025,R_00193,V_0094,2/5/2025,6/28/2025,543,129.46,0.76,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0411,S_0451,221,1327.61,12/19/2024,5/1/2025,
P_00064,S_0190,D_20250613,474,193,41,17,168,587.52,9/5/2024,85.61,2.21,9.13,18.67,SH_000594,5/31/2025,R_00193,V_0094,2/5/2025,6/28/2025,543,129.46,0.76,C_067,158,0.6,24.82,0.425,v1.8,1/2/2025,S_0416,S_0021,273,132.55,7/5/2025,10/24/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000041,7/31/2024,R_00169,V_0012,2/23/2025,4/23/2025,709,37.62,0.939,0,0,0,0,0,0,0,S_0244,S_0140,388,1621.9,11/2/2024,9/27/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000041,7/31/2024,R_00169,V_0012,2/23/2025,4/23/2025,709,37.62,0.939,0,0,0,0,0,0,0,S_0023,S_0013,116,56.66,3/16/2025,10/9/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000041,7/31/2024,R_00169,V_0012,2/23/2025,4/23/2025,709,37.62,0.939,0,0,0,0,0,0,0,S_0262,S_0236,344,2408.48,9/8/2025,10/28/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000099,6/28/2025,R_00200,V_0102,3/17/2025,4/8/2025,915,490.61,0.306,0,0,0,0,0,0,0,S_0244,S_0140,388,1621.9,11/2/2024,9/27/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000099,6/28/2025,R_00200,V_0102,3/17/2025,4/8/2025,915,490.61,0.306,0,0,0,0,0,0,0,S_0023,S_0013,116,56.66,3/16/2025,10/9/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000099,6/28/2025,R_00200,V_0102,3/17/2025,4/8/2025,915,490.61,0.306,0,0,0,0,0,0,0,S_0262,S_0236,344,2408.48,9/8/2025,10/28/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000158,8/8/2024,R_00153,V_0134,3/20/2025,10/9/2024,456,434.14,0.643,0,0,0,0,0,0,0,S_0244,S_0140,388,1621.9,11/2/2024,9/27/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000158,8/8/2024,R_00153,V_0134,3/20/2025,10/9/2024,456,434.14,0.643,0,0,0,0,0,0,0,S_0023,S_0013,116,56.66,3/16/2025,10/9/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000158,8/8/2024,R_00153,V_0134,3/20/2025,10/9/2024,456,434.14,0.643,0,0,0,0,0,0,0,S_0262,S_0236,344,2408.48,9/8/2025,10/28/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000457,8/2/2024,R_00178,V_0089,9/18/2025,12/1/2025,156,475.44,0.164,0,0,0,0,0,0,0,S_0244,S_0140,388,1621.9,11/2/2024,9/27/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000457,8/2/2024,R_00178,V_0089,9/18/2025,12/1/2025,156,475.44,0.164,0,0,0,0,0,0,0,S_0023,S_0013,116,56.66,3/16/2025,10/9/2025,
P_00372,S_0349,D_20241214,58,4,355,39,160,6192.13,0,0,0,0,0,SH_000457,8/2/2024,R_00178,V_0089,9/18/2025,12/1/2025,156,475.44,0.164,0,0,0,0,0,0,0,S_0262,S_0236,344,2408.48,9/8/2025,10/28/2025,
P_00379,S_0358,D_20241109,510,28,40,20,177,11027.69,6/1/2025,73.52,16.91,3.05,43.97,SH_000042,8/22/2024,R_00220,V_0084,4/1/2025,1/16/2025,1391,99.69,0.922,C_075,246,39.97,20.08,0.796,v3.1,10/28/2025,S_0075,S_0391,89,3282.1,6/16/2025,4/25/2025,
P_00379,S_0358,D_20241109,510,28,40,20,177,11027.69,6/1/2025,73.52,16.91,3.05,43.97,SH_000042,8/22/2024,R_00220,V_0084,4/1/2025,1/16/2025,1391,99.69,0.922,C_009,16,25.21,21.8,0.502,v3.1,11/21/2025,S_0075,S_0391,89,3282.1,6/16/2025,4/25/2025,
P_00379,S_0358,D_20241109,510,28,40,20,177,11027.69,6/1/2025,73.52,16.91,3.05,43.97,SH_000042,8/22/2024,R_00220,V_0084,4/1/2025,1/16/2025,1391,99.69,0.922,C_007,218,23.43,15.29,0.912,v2.1,9/13/2024,S_0075,S_0391,89,3282.1,6/16/2025,4/25/2025,
P_00379,S_0358,D_20241109,510,28,40,20,177,11027.69,6/1/2025,73.52,16.91,3.05,43.97,SH_000042,8/22/2024,R_00220,V_0084,4/1/2025,1/16/2025,1391,99.69,0.922,C_094,16,40.13,4.53,0.515,v3.8,9/20/2025,S_0075,S_0391,89,3282.1,6/16/2025,4/25/2025,
P_00379,S_0358,D_20241109,510,28,40,20,177,11027.69,10/14/2025,66.44,1.84,6.93,10.35,SH_000042,8/22/2024,R_00220,V_0084,4/1/2025,1/16/2025,1391,99.69,0.922,C_075,246,39.97,20.08,0.796,v3.1,10/28/2025,S_0075,S_0391,89,3282.1,6/16/2025,4/25/2025,
P_00379,S_0358,D_20241109,510,28,40,20,177,11027.69,10/14/2025,66.44,1.84,6.93,10.35,SH_000042,8/22/2024,R_00220,V_0084,4/1/2025,1/16/2025,1391,99.69,0.922,C_009,16,25.21,21.8,0.502,v3.1,11/21/2025,S_0075,S_0391,89,3282.1,6/16/2025,4/25/2025,
P_00379,S_0358,D_20241109,510,28,40,20,177,11027.69,10/14/2025,66.44,1.84,6.93,10.35,SH_000042,8/22/2024,R_00220,V_0084,4/1/2025,1/16/2025,1391,99.69,0.922,C_007,218,23.43,15.29,0.912,v2.1,9/13/2024,S_0075,S_0391,89,3282.1,6/16/2025,4/25/2025,
P_00379,S_0358,D_20241109,510,28,40,20,177,11027.69,10/14/2025,66.44,1.84,6.93,10.35,SH_000042,8/22/2024,R_00220,V_0084,4/1/2025,1/16/2025,1391,99.69,0.922,C_094,16,40.13,4.53,0.515,v3.8,9/20/2025,S_0075,S_0391,89,3282.1,6/16/2025,4/25/2025,
P_00300,S_0023,D_20250224,681,164,421,224,116,12678.59,0,0,0,0,0,SH_000043,5/7/2025,R_00140,V_0046,8/14/2025,9/16/2024,719,206.67,0.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_00300,S_0023,D_20250224,681,164,421,224,116,12678.59,0,0,0,0,0,SH_000088,7/25/2025,R_00111,V_0022,10/7/2025,1/31/2025,266,111.99,0.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_00300,S_0023,D_20250224,681,164,421,224,116,12678.59,0,0,0,0,0,SH_000222,1/19/2025,R_00172,V_0058,1/17/2025,11/27/2024,636,259.89,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000044,11/23/2025,R_00009,V_0070,10/11/2025,2/1/2025,914,468.79,0.752,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0358,S_0182,118,4926.61,10/17/2025,8/14/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000044,11/23/2025,R_00009,V_0070,10/11/2025,2/1/2025,914,468.79,0.752,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0396,S_0154,128,3840.85,8/20/2025,9/7/2025,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000044,11/23/2025,R_00009,V_0070,10/11/2025,2/1/2025,914,468.79,0.752,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0202,S_0302,208,3091.28,7/29/2025,8/18/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000311,7/2/2025,R_00291,V_0132,8/7/2024,12/30/2024,510,12.56,0.36,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0358,S_0182,118,4926.61,10/17/2025,8/14/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000311,7/2/2025,R_00291,V_0132,8/7/2024,12/30/2024,510,12.56,0.36,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0396,S_0154,128,3840.85,8/20/2025,9/7/2025,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000311,7/2/2025,R_00291,V_0132,8/7/2024,12/30/2024,510,12.56,0.36,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0202,S_0302,208,3091.28,7/29/2025,8/18/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000322,10/17/2025,R_00202,V_0011,11/2/2024,10/1/2024,73,6.5,0.476,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0358,S_0182,118,4926.61,10/17/2025,8/14/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000322,10/17/2025,R_00202,V_0011,11/2/2024,10/1/2024,73,6.5,0.476,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0396,S_0154,128,3840.85,8/20/2025,9/7/2025,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000322,10/17/2025,R_00202,V_0011,11/2/2024,10/1/2024,73,6.5,0.476,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0202,S_0302,208,3091.28,7/29/2025,8/18/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000539,8/12/2024,R_00097,V_0070,3/8/2025,12/24/2024,539,296.79,0.485,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0358,S_0182,118,4926.61,10/17/2025,8/14/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000539,8/12/2024,R_00097,V_0070,3/8/2025,12/24/2024,539,296.79,0.485,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0396,S_0154,128,3840.85,8/20/2025,9/7/2025,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,3/7/2025,83.48,7.49,2.14,41.51,SH_000539,8/12/2024,R_00097,V_0070,3/8/2025,12/24/2024,539,296.79,0.485,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0202,S_0302,208,3091.28,7/29/2025,8/18/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000044,11/23/2025,R_00009,V_0070,10/11/2025,2/1/2025,914,468.79,0.752,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0358,S_0182,118,4926.61,10/17/2025,8/14/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000044,11/23/2025,R_00009,V_0070,10/11/2025,2/1/2025,914,468.79,0.752,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0396,S_0154,128,3840.85,8/20/2025,9/7/2025,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000044,11/23/2025,R_00009,V_0070,10/11/2025,2/1/2025,914,468.79,0.752,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0202,S_0302,208,3091.28,7/29/2025,8/18/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000311,7/2/2025,R_00291,V_0132,8/7/2024,12/30/2024,510,12.56,0.36,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0358,S_0182,118,4926.61,10/17/2025,8/14/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000311,7/2/2025,R_00291,V_0132,8/7/2024,12/30/2024,510,12.56,0.36,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0396,S_0154,128,3840.85,8/20/2025,9/7/2025,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000311,7/2/2025,R_00291,V_0132,8/7/2024,12/30/2024,510,12.56,0.36,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0202,S_0302,208,3091.28,7/29/2025,8/18/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000322,10/17/2025,R_00202,V_0011,11/2/2024,10/1/2024,73,6.5,0.476,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0358,S_0182,118,4926.61,10/17/2025,8/14/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000322,10/17/2025,R_00202,V_0011,11/2/2024,10/1/2024,73,6.5,0.476,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0396,S_0154,128,3840.85,8/20/2025,9/7/2025,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000322,10/17/2025,R_00202,V_0011,11/2/2024,10/1/2024,73,6.5,0.476,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0202,S_0302,208,3091.28,7/29/2025,8/18/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000539,8/12/2024,R_00097,V_0070,3/8/2025,12/24/2024,539,296.79,0.485,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0358,S_0182,118,4926.61,10/17/2025,8/14/2024,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000539,8/12/2024,R_00097,V_0070,3/8/2025,12/24/2024,539,296.79,0.485,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0396,S_0154,128,3840.85,8/20/2025,9/7/2025,
P_00484,S_0467,D_20241126,475,165,33,281,195,11583.11,8/20/2025,84.44,9.9,8.41,49.32,SH_000539,8/12/2024,R_00097,V_0070,3/8/2025,12/24/2024,539,296.79,0.485,C_034,154,49.91,20.04,0.768,v1.4,8/5/2024,S_0202,S_0302,208,3091.28,7/29/2025,8/18/2024,
P_00345,S_0110,D_20250916,699,82,16,7,126,13985.35,11/24/2024,69.34,14.2,10.21,23.19,SH_000045,10/17/2025,R_00292,V_0063,10/10/2024,8/8/2024,1148,191.74,0.492,C_100,31,28.68,17.97,0.667,v3.7,10/2/2024,0,0,0,0,0,0,0
P_00345,S_0110,D_20250916,699,82,16,7,126,13985.35,11/24/2024,69.34,14.2,10.21,23.19,SH_000417,2/24/2025,R_00174,V_0107,9/16/2024,11/14/2024,947,39.58,0.322,C_100,31,28.68,17.97,0.667,v3.7,10/2/2024,0,0,0,0,0,0,0
P_00345,S_0110,D_20250916,699,82,16,7,126,13985.35,11/24/2024,69.34,14.2,10.21,23.19,SH_000510,10/4/2024,R_00026,V_0090,11/29/2025,10/27/2025,942,129.85,0.561,C_100,31,28.68,17.97,0.667,v3.7,10/2/2024,0,0,0,0,0,0,0
P_00078,S_0051,D_20250113,975,135,164,99,70,221.17,12/20/2024,82.34,8.08,10.11,3.42,SH_000046,9/13/2024,R_00047,V_0136,4/14/2025,9/26/2024,652,333.72,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_00078,S_0051,D_20250113,975,135,164,99,70,221.17,8/8/2025,64.74,7.28,9.85,23.65,SH_000046,9/13/2024,R_00047,V_0136,4/14/2025,9/26/2024,652,333.72,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_00078,S_0051,D_20250113,975,135,164,99,70,221.17,7/18/2025,91.74,17.5,4.91,30.66,SH_000046,9/13/2024,R_00047,V_0136,4/14/2025,9/26/2024,652,333.72,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_00078,S_0051,D_20250113,975,135,164,99,70,221.17,4/23/2025,75.63,7.08,3.13,45.11,SH_000046,9/13/2024,R_00047,V_0136,4/14/2025,9/26/2024,652,333.72,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_00078,S_0051,D_20250113,975,135,164,99,70,221.17,10/16/2024,67.73,16.62,2.14,28.76,SH_000046,9/13/2024,R_00047,V_0136,4/14/2025,9/26/2024,652,333.72,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P_00106,S_0235,D_20250801,782,108,152,239,85,2108.73,10/15/2024,62.16,14.6,1.54,16.92,SH_000047,11/21/2024,R_00296,V_0061,2/6/2025,9/13/2024,1199,131.27,0.407,0,0,0,0,0,0,0,S_0193,S_0471,42,3452.11,8/28/2025,4/25/2025,
P_00106,S_0235,D_20250801,782,108,152,239,85,2108.73,10/15/2024,62.16,14.6,1.54,16.92,SH_000047,11/21/2024,R_00296,V_0061,2/6/2025,9/13/2024,1199,131.27,0.407,0,0,0,0,0,0,0,S_0027,S_0088,499,342.93,12/11/2024,4/9/2025,
P_00106,S_0235,D_20250801,782,108,152,239,85,2108.73,10/15/2024,62.16,14.6,1.54,16.92,SH_000657,11/22/2024,R_00179,V_0051,8/24/2025,5/6/2025,1085,356.11,0.874,0,0,0,0,0,0,0,S_0193,S_0471,42,3452.11,8/28/2025,4/25/2025,
P_00106,S_0235,D_20250801,782,108,152,239,85,2108.73,10/15/2024,62.16,14.6,1.54,16.92,SH_000657,11/22/2024,R_00179,V_0051,8/24/2025,5/6/2025,1085,356.11,0.874,0,0,0,0,0,0,0,S_0027,S_0088,499,342.93,12/11/2024,4/9/2025,
P_00228,S_0487,D_20241121,189,64,485,86,32,17391.99,0,0,0,0,0,SH_000048,10/24/2025,R_00193,V_0141,4/14/2025,9/13/2024,922,67.88,0.371,0,0,0,0,0,0,0,S_0142,S_0315,342,4456.18,9/2/2024,9/16/2024,
P_00228,S_0487,D_20241121,189,64,485,86,32,17391.99,0,0,0,0,0,SH_000178,9/6/2024,R_00113,V_0108,9/10/2024,7/28/2025,702,470.78,0.695,0,0,0,0,0,0,0,S_0142,S_0315,342,4456.18,9/2/2024,9/16/2024,
P_00228,S_0487,D_20241121,189,64,485,86,32,17391.99,0,0,0,0,0,SH_000229,8/3/2025,R_00153,V_0003,6/6/2025,11/21/2025,653,169.95,0.1,0,0,0,0,0,0,0,S_0142,S_0315,342,4456.18,9/2/2024,9/16/2024,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,5/20/2025,81.94,4.54,5.3,2.51,SH_000049,12/12/2024,R_00109,V_0182,9/12/2024,5/11/2025,982,33.98,0.62,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,5/20/2025,81.94,4.54,5.3,2.51,SH_000770,11/30/2025,R_00093,V_0150,1/21/2025,9/11/2025,122,66.11,0.268,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,5/20/2025,81.94,4.54,5.3,2.51,SH_000796,10/28/2024,R_00229,V_0150,8/4/2025,9/15/2025,1152,172.91,0.299,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,3/22/2025,90.85,12.17,7.15,36.1,SH_000049,12/12/2024,R_00109,V_0182,9/12/2024,5/11/2025,982,33.98,0.62,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,3/22/2025,90.85,12.17,7.15,36.1,SH_000770,11/30/2025,R_00093,V_0150,1/21/2025,9/11/2025,122,66.11,0.268,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,3/22/2025,90.85,12.17,7.15,36.1,SH_000796,10/28/2024,R_00229,V_0150,8/4/2025,9/15/2025,1152,172.91,0.299,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,10/15/2024,75.88,6.69,0.45,37.92,SH_000049,12/12/2024,R_00109,V_0182,9/12/2024,5/11/2025,982,33.98,0.62,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,10/15/2024,75.88,6.69,0.45,37.92,SH_000770,11/30/2025,R_00093,V_0150,1/21/2025,9/11/2025,122,66.11,0.268,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,10/15/2024,75.88,6.69,0.45,37.92,SH_000796,10/28/2024,R_00229,V_0150,8/4/2025,9/15/2025,1152,172.91,0.299,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,3/13/2025,71.76,5.63,2.43,31.16,SH_000049,12/12/2024,R_00109,V_0182,9/12/2024,5/11/2025,982,33.98,0.62,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,3/13/2025,71.76,5.63,2.43,31.16,SH_000770,11/30/2025,R_00093,V_0150,1/21/2025,9/11/2025,122,66.11,0.268,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00073,S_0096,D_20250418,957,85,377,297,80,13666.8,3/13/2025,71.76,5.63,2.43,31.16,SH_000796,10/28/2024,R_00229,V_0150,8/4/2025,9/15/2025,1152,172.91,0.299,0,0,0,0,0,0,0,S_0457,S_0174,164,1620.66,7/8/2025,4/8/2025,
P_00345,S_0457,D_20240724,686,144,75,13,151,2347.34,9/1/2025,74.95,6.59,2.76,37.39,SH_000007,3/23/2025,R_00037,V_0179,8/27/2024,11/4/2024,1063,184.78,0.695,C_100,31,28.68,17.97,0.667,v3.7,10/2/2024,0,0,0,0,0,0,0
P_00345,S_0457,D_20240724,686,144,75,13,151,2347.34,9/1/2025,74.95,6.59,2.76,37.39,SH_000050,11/27/2024,R_00165,V_0001,9/1/2024,6/27/2025,1284,156.18,0.548,C_100,31,28.68,17.97,0.667,v3.7,10/2/2024,0,0,0,0,0,0,0
P_00345,S_0457,D_20240724,686,144,75,13,151,2347.34,9/1/2025,74.95,6.59,2.76,37.39,SH_000625,10/19/2025,R_00194,V_0131,9/18/2025,2/15/2025,90,331.13,0.221,C_100,31,28.68,17.97,0.667,v3.7,10/2/2024,0,0,0,0,0,0,0
